file	url	bytes	sha256
Categorias_Produtos.csv	https://arquivosradar.sefaz.rs.gov.br/RadarMercadoGaucho/Dados_Abertos/Categorias_Produtos.csv	1845741	2eb87aff9c57def4f05f9011f8c57a6c6c20472806040b85387f37d222b48b88
Portfolio_NCMs_Setor.csv	https://arquivosradar.sefaz.rs.gov.br/RadarMercadoGaucho/Dados_Abertos/Portfolio_NCMs_Setor.csv	262918	1b00c28a58ca1d8b24ba7a8770d2603d5e41255613cd7b401b340e314e6e2586
Composicao_de_Mercado_07_2024.csv	https://arquivosradar.sefaz.rs.gov.br/RadarMercadoGaucho/Dados_Abertos/Composicao_de_Mercado_07_2024.csv	7239030	e8458e11765faf38731452dccbefeb59d6ddb3473aa3c5f149620296e81c9893
Composicao_de_Mercado_08_2024.csv	https://arquivosradar.sefaz.rs.gov.br/RadarMercadoGaucho/Dados_Abertos/Composicao_de_Mercado_08_2024.csv	7190390	c57b2d93cc52e8d4bbf1ae1edffd339f07368d958b6b1c491770020724f3a5b1
Composicao_de_Mercado_09_2024.csv	https://arquivosradar.sefaz.rs.gov.br/RadarMercadoGaucho/Dados_Abertos/Composicao_de_Mercado_09_2024.csv	7123468	5b5d8ab968fe558f5c3373f1ab64d49846eb9200a3d58439dc220dae7241e808
Composicao_de_Mercado_10_2024.csv	https://arquivosradar.sefaz.rs.gov.br/RadarMercadoGaucho/Dados_Abertos/Composicao_de_Mercado_10_2024.csv	7290906	f957d7eb8450f4c34ecfbcbd6ca9fd2875c8dbdbac0e643b705d54b3d3bc989e
Composicao_de_Mercado_11_2024.csv	https://arquivosradar.sefaz.rs.gov.br/RadarMercadoGaucho/Dados_Abertos/Composicao_de_Mercado_11_2024.csv	7185701	273d039a2a852b1e10488750d1c641f4f3a7e317dfed33b12827803f81654df6
Composicao_de_Mercado_12_2024.csv	https://arquivosradar.sefaz.rs.gov.br/RadarMercadoGaucho/Dados_Abertos/Composicao_de_Mercado_12_2024.csv	6920919	5c4f55c5608d8e87837b1c5aa842266e97323d8efe3c234b21068e0864723f1d
Composicao_de_Mercado_01_2025.csv	https://arquivosradar.sefaz.rs.gov.br/RadarMercadoGaucho/Dados_Abertos/Composicao_de_Mercado_01_2025.csv	7052743	6497c3337711414e253e666d8582f00e511796b5c4d2cd46cb809f0e1f3be213
Composicao_de_Mercado_02_2025.csv	https://arquivosradar.sefaz.rs.gov.br/RadarMercadoGaucho/Dados_Abertos/Composicao_de_Mercado_02_2025.csv	7065826	621e1e0b7d371d34d58ab6f36891224e8ed9f4715e3746c90cbabe63fee5e28d
Composicao_de_Mercado_03_2025.csv	https://arquivosradar.sefaz.rs.gov.br/RadarMercadoGaucho/Dados_Abertos/Composicao_de_Mercado_03_2025.csv	7105172	a1f8d15e7a0eb8a1a94b7eccd5cac4532933dda221c7ad99cf03dba980f4a092
Composicao_de_Mercado_04_2025.csv	https://arquivosradar.sefaz.rs.gov.br/RadarMercadoGaucho/Dados_Abertos/Composicao_de_Mercado_04_2025.csv	7081875	2867e132333cce9d81d9cbb68f0f658baff5d1fad71da3ac3eed691f1cb211f7
Composicao_de_Mercado_05_2025.csv	https://arquivosradar.sefaz.rs.gov.br/RadarMercadoGaucho/Dados_Abertos/Composicao_de_Mercado_05_2025.csv	7140774	0d3a37bfeebe1f397e8e625ce36d84766f8a2b87acbfd8237660b0c7fcf11caf
Composicao_de_Mercado_06_2025.csv	https://arquivosradar.sefaz.rs.gov.br/RadarMercadoGaucho/Dados_Abertos/Composicao_de_Mercado_06_2025.csv	7088590	822e04265e584647da91bf93bf55ea964232ab153f14f4fa63112a34261f882e
Composicao_de_Mercado_07_2025.csv	https://arquivosradar.sefaz.rs.gov.br/RadarMercadoGaucho/Dados_Abertos/Composicao_de_Mercado_07_2025.csv	7329781	6d13c7db65e326665ec8c4974bbc1ace58702bd073dcc427085e393f32a31c8a
Composicao_de_Mercado_08_2025.csv	https://arquivosradar.sefaz.rs.gov.br/RadarMercadoGaucho/Dados_Abertos/Composicao_de_Mercado_08_2025.csv	7267691	22c42f6742832a25c26043736f0138758ebe43de83831a239da215de7868ad0c
Composicao_de_Mercado_09_2025.csv	https://arquivosradar.sefaz.rs.gov.br/RadarMercadoGaucho/Dados_Abertos/Composicao_de_Mercado_09_2025.csv	7364271	1d8e3644f195776823e48d3ef80fccba149b3427f039f8bf3a6a97fa84c5a754
Composicao_de_Mercado_10_2025.csv	https://arquivosradar.sefaz.rs.gov.br/RadarMercadoGaucho/Dados_Abertos/Composicao_de_Mercado_10_2025.csv	7442271	a684d5fbcd65ba0de15518767c802614fdd6705730e93c39d75f3ceb5236fcf5
